datetime,title,content
2020-09-15 14:22:19 -0400,"Stripe Employees Who Relocate to Get $20,000 Bonus and a Pay Cut","(Bloomberg) -- Stripe Inc. plans to make a one-time payment of $20,000 to employees who opt to move out of San Francisco, New York or Seattle, but also cut their base salary by as much as 10%, according to a person familiar with the matter.The payments processor will make the offer available to workers who choose to relocate before the end of the year, said the person, who asked to remain anonymous to discuss private details. But employees opting to move may have to relinquish some of their base pay.The new policy adds Stripe to the list of technology companies that have expanded opportunities for employees to work remotely while also signaling they may implement pay cuts if workers move to less-expensive cities. VMware Inc. told Bloomber..."
2020-09-15 08:00:00 -0400,VMware Unlocks the Power of Kubernetes for 70 Million-Plus Workloads Running on vSphere,"VMware, Inc. (NYSE: VMW) today unveiled new offerings to help customers further accelerate their app and infrastructure modernization initiatives. VMware vSphere 7 Update 1, VMware vSAN 7 Update 1 and VMware Cloud Foundation 4.1 product releases streamline customer adoption of Kubernetes and support stateful applications with new developer-ready capabilities and enhance scalability and operations with new features. VMware today also announced Tanzu editions—packaging portfolio capabilities to address the most common scenarios customers encounter in their modernization efforts."
2020-09-14 15:46:21 -0400,Dell to Trim Workforce This Week in Move to Stay Competitive,"(Bloomberg) -- Dell Technologies Inc. notified employees that it will eliminate jobs this week as the hardware giant seeks to cut costs while navigating a faltering global economy.Chief Operating Officer Jeff Clarke told staff during a quarterly all-hands meeting Monday that the workforce reductions won’t be limited to any particular team or division within Dell, said a person familiar with the situation, who asked not to be identified discussing internal meetings.“We’re also evaluating our business to make sure we have the right number of team members in the right roles and in areas where customers need us most,” a Dell spokesman said in a statement. Round Rock, Texas-based Dell has faced uneven demand during the coronavirus pandemic. Wh..."
2020-09-11 14:47:22 -0400,"VMware, Twitter Cut Pay for Remote Workers Fleeing Bay Area","(Bloomberg) -- VMware Inc. employees who take up the company’s offer to become permanent remote workers will get a pay cut if they move from Silicon Valley, one of the nation’s most costly areas to live, to a less-expensive city.The software maker has joined technology companies such as Facebook Inc. and Twitter Inc. in letting some of its office staff choose to permanently work from home in the wake of the coronavirus pandemic. But employees who worked at VMware’s Palo Alto, California, headquarters and go to Denver, for example, must accept an 18% salary reduction, people familiar with the matter said. Leaving Silicon Valley for Los Angeles or San Diego means relinquishing 8% of their annual pay, said the people, who asked not to be ide..."
2020-09-09 16:15:00 -0400,"VMware to Present at the Piper Sandler P.S. It's Friday: ""5G vs LTE: Find Out What It Means to Me"" | 5G Infrastructure Virtual Event","VMware, Inc. (NYSE: VMW), a leading innovator in enterprise software, today announced that Shekar Ayyar, VMware’s executive vice president & general manager, telco edge & cloud business unit, will present at the Piper Sandler P.S. It's Friday: &quot;5G vs LTE: Find Out What It Means to Me&quot; | 5G Infrastructure Virtual Event on Friday, September 18, 2020 at 8:00 a.m. PT/ 11:00 a.m. ET."
2020-09-09 08:55:00 -0400,Why Dell Technologies Rose 10.4% in August,"The tech conglomerate reported better-than-expected earnings during the month, and investors may also be looking toward a value-add catalyst next year."
2020-09-09 08:00:00 -0400,VMware Named a Leader in Evaluation of Infrastructure Automation Platforms by Independent Research Firm,"VMware, Inc. (NYSE: VMW) today announced that market research firm Forrester Research has named VMware a leader among infrastructure automation platform providers in a Q3 2020 report based on a 26-criterion evaluation."
2020-09-07 12:51:54 -0400,"Hedge Funds Are Flocking Into VMware, Inc. ",At the end of February we announced the arrival of the first US recession since 2009 and we predicted that the market will decline by at least 20% in (see why hell is coming). We reversed our stance on March 25th after seeing unprecedented fiscal and monetary stimulus unleashed by the Fed and the Congress. […]
2020-09-04 16:15:00 -0400,VMware to Present at the Deutsche Bank Technology Conference,"VMware, Inc. (NYSE: VMW), a leading innovator in enterprise software, today announced that Pat Gelsinger, VMware’s chief executive officer, will present at the Deutsche Bank Technology Conference as part of a pre-recorded panel discussion on leadership, on Tuesday, September 15, 2020 at 4:20 a.m. PT/ 7:20 a.m. ET."
2020-09-03 16:15:00 -0400,VMware to Present at the Jefferies Virtual Software Conference,"VMware, Inc. (NYSE: VMW), a leading innovator in enterprise software, today announced that Sanjay Poonen, VMware’s chief operating officer, customer operations will present at the Jefferies Virtual Software Conference on Tuesday, September 15, 2020 at 12:30 p.m. PT/ 3:30 p.m. ET."
2020-09-01 08:00:00 -0400,VMware Advances Its 5G Telco Cloud Portfolio with Cloud Native Support to Accelerate 5G and Edge Innovation,"VMware, Inc. (NYSE: VMW) today announced its 5G Telco Cloud Platform, a consistent cloud first solution powered by a field proven, carrier-grade, and high-performance cloud native infrastructure with intelligent automation. This new platform includes Tanzu Kubernetes Grid - an embedded Kubernetes distribution - that will allow Communication Service Providers (CSPs) to reliably build, manage and run containerized workloads across private, telco, edge and public clouds."
2020-08-31 08:00:00 -0400,VMware Named a Leader in the 2020 Gartner Magic Quadrant for Unified Endpoint Management for Third Year in a Row,"VMware, Inc. (NYSE: VMW) today announced it has been positioned by Gartner, Inc. as a Leader in the 2020 Magic Quadrant for Unified Endpoint Management (UEM). According to Gartner, VMware has been evaluated for its ability to execute and completeness of vision."
2020-08-28 13:54:00 -0400,Dell and HP’s PC Sales Are Soaring. Here’s What Is Really Driving Their Stocks Higher.,"HP Inc. and Dell Technologies reported better-than-expected July quarter results, thanks in part to strong PC demand."
2020-08-28 10:30:46 -0400,VMware Inc Q2 2021 Earnings Call Transcript,"VMW earnings call for the period ending July 31, 2020."
2020-08-28 08:45:12 -0400,"VMware Q2 Earnings Beat Estimates, Revenues Rise Y/Y","VMware's (VMW) second-quarter fiscal 2021 results reflect strong top-line growth, driven by robust Subscription & SaaS, VMware Cloud on AWS as well as lower expenses."
2020-08-27 17:23:00 -0400,"Dell, VMware shares rise on strength of working from home",Dell Technologies Inc. shares climbed higher in the extended session Thursday as the computing company’s revenue beat Wall Street expectations. Dell (DELL) shares rose 1.8% in after-hours trading after closing the regular session at $62.
2020-08-27 16:30:00 -0400,Dell Profit Tops Estimates on Strong Cost Controls and Consumer PC Demand,"Product revenue was down 7% in the quarter, while services revenue rose 10%.  In the previous quarter, Dell implemented a hiring freeze and curtailed almost all corporate travel.  Revenue in the company’s Client Solutions Group, which includes personal computers, was $11.2 billion, falling about $300 million short of the Street consensus."
2020-08-27 16:26:03 -0400,Dell Revenue Tops Estimates on PC Boost From Virtual Learning,"(Bloomberg) -- Dell Technologies Inc. reported revenue and profit that topped analysts’ estimates, in a sign of strong demand for personal computers from workers and students stuck at home during the coronavirus pandemic.Sales were $22.7 billion in the period that ended July 31, the Round Rock, Texas-based company said Thursday in a statement. Analysts, on average, projected $22.5 billion, according to data compiled by Bloomberg. The hardware giant reported earnings, excluding some items, of $1.92 a share, easily beating estimates of $1.38 a share. Dell shares rose about 4% in extended trading after the results. Chief Executive Officer Michael Dell is once again looking to revamp the structure of his technology empire, this time to genera..."
2020-08-27 16:15:00 -0400,VMware Reports Fiscal Year 2021 Second Quarter Results,VMware Reports Fiscal Year 2021 Second Quarter Results
2020-08-26 16:15:00 -0400,VMware to Present at the Citi Global Technology Virtual Conference,"VMware, Inc. (NYSE: VMW), a leading innovator in enterprise software, today announced that Pat Gelsinger, VMware’s chief executive officer, will present as a keynote speaker at the Citi Global Technology Virtual Conference on Wednesday, September 9, 2020 at 9:35 a.m. PT/ 12:35 p.m. ET."
2020-08-24 11:49:03 -0400,VMware to Report Q2 Earnings: What's in the Cards?,VMware's (VMW) second-quarter fiscal 2021 results are expected to reflect benefits of a strong portfolio despite lower on-premise IT spending and bleak demand due to coronavirus outbreak.
2020-08-20 08:00:00 -0400,VMware Brings Kubernetes to Fusion 12 and Workstation 16 Releases,"VMware, Inc. (NYSE: VMW), a leading innovator in enterprise software, today unveiled the newest versions of its VMware Fusion and VMware Workstation desktop hypervisor solutions. VMware’s updates support the changing needs of modern developers by extending the tools traditionally used to simplify workflows and expand capabilities of virtual machines (VMs) to container-based applications orchestrated with Kubernetes. The latest release of Fusion also introduces a new edition—Fusion Player—available with a free Personal Use license as well as offering a paid license for commercial use."
2020-08-18 08:00:00 -0400,VMware Enhances Self-Driving Operations and Programmable Automation With Updates Across vRealize Cloud Management,"VMware, Inc. (NYSE: VMW) today announced innovations across its portfolio of VMware vRealize Cloud Management on-premises and software as a service (SaaS) offerings. The new and enhanced product capabilities combine to further enable customers to consistently deploy and operate their applications, infrastructure, and platform services, from the data center to the cloud to the edge."
2020-08-17 15:04:16 -0400,"Should You Think About Buying VMware, Inc. Now?","VMware, Inc. (NYSE:VMW) saw significant share price movement during recent months on the NYSE, rising to highs of..."
2020-08-13 16:15:00 -0400,"VMware to Announce Fiscal Year 2021 Second Quarter Financial Results on Thursday, August 27, 2020","VMware, Inc. (NYSE: VMW), a leading innovator in enterprise software, plans to announce fiscal year 2021 second quarter financial results after market close on Thursday, August 27, 2020. The company will host a conference call at 1:30 p.m. PT/ 4:30 p.m. ET that day to review financial results and business outlook. A live web broadcast of the event will be available on the VMware Investor Relations website at http://ir.vmware.com. The replay of the webcast will be available for two months."
2020-08-07 12:33:59 -0400,10 Biggest Software Companies,"With Microsoft leading the pack, these are the 10 biggest software companies by 12-month trailing revenue."
2020-08-05 08:00:00 -0400,Intel and VMware Extend Virtualization to Radio Access Network Through Broadened Collaboration For 5G,"Today, Intel (Nasdaq: INTC) and VMware, Inc. (NYSE: VMW) announced they are collaborating on an integrated software platform for virtualized Radio Access Networks (RAN) to accelerate the rollout of both existing LTE and future 5G networks. As communications service providers (CoSPs) evolve their networks to support the rollout of future 5G networks, they are increasingly adopting a software-defined, virtualized infrastructure. Virtualization of the core network has already enabled CoSPs to improve operational costs and bring services to market faster. This expanded collaboration between Intel and VMware aims to offer CoSPs reduced development cycles and scale across multiple designs."
2020-07-31 08:07:43 -0400,Dish chooses VMware's cloud platform for building 5G network,STOCKHOLM (Reuters) - U.S. satellite TV provider Dish Network <DISH.O> said on Friday it had opted for software maker VMware Inc's <VMW.N> telco cloud platform to build its next-generation wireless network.
2020-07-31 08:00:00 -0400,"DISH Selects VMware to Help Build the Most Advanced, Automated, End-to-End 5G Network in the U.S.","DISH (NASDAQ:DISH) today announced that it has chosen VMware (NYSE:VMW) for the cloud platform to deploy the nation’s first 5G, cloud-native Open Radio Access Network (O-RAN). The platform will help bring to life the first network in the U.S. to combine the efficiency of the distributed telco cloud, public cloud and private cloud environments while delivering consistent, low-latency edge computing. In addition to DISH’s selection of the VMware Telco Cloud platform, the company also selected cloud infrastructure services to support the IT needs of the broader DISH enterprise."
2020-07-30 17:50:09 -0400,VMware Dips More Than Broader Markets: What You Should Know,"VMware (VMW) closed the most recent trading day at $138.88, moving -0.68% from the previous trading session."
2020-07-30 13:27:02 -0400,5 Bargain Stocks With High Profitability,Booking Holdings tops the list Continue reading...
2020-07-21 08:00:00 -0400,VMware Shows Continued Momentum for Partner Connect Program; Announces Cloud Native Master Services Competency to Run and Manage Modern Apps,"VMware, Inc. (NYSE:VMW), a leading innovator in enterprise software, today announced continued momentum in its Partner Connect program with the addition of a new VMware Cloud Native Master Services Competency (MSC), the first competency related to the VMware Tanzu portfolio. This new Cloud Native MSC will provide a foundational step to enable current and future partners to architect a Kubernetes-based platform supported by complementary technologies from the cloud native ecosystem for continuous delivery of applications and is intended to recognize partners who specialize in Kubernetes operations, site reliability engineering and DevOps."
2020-07-17 10:29:25 -0400,Dell Stock at 14-Month High After Confirming Spin-Off Talks,"Dell Technologies Inc. (DELL) just confirmed that it's exploring a spin-off of majority-held VMware, Inc. (VMW), lifting Dell stock to a 14-month high while VMware sold off.  Dell stock underperformed badly after the December 2018 initial public offering (IPO), spending the majority of the past 19 months trading below the $46 IPO opening print.  This laggard behavior has encouraged market players to wonder why Michael Dell chose to abandon the privately held status after removing the company from the Nasdaq 100 in 2013."
2020-07-16 14:53:06 -0400,Will VMware Multiply In Value Going Forward?,"Did you know there are some financial metrics that can provide clues of a potential multi-bagger? Firstly, we'd want..."
2020-07-16 13:32:57 -0400,Why Dell Stock Soared Today,"What happened Shares of Dell (NYSE: DELL) have soared today, up by 14% as of 12:10 p.m. EDT, after the company announced yesterday evening that it was exploring the idea of selling its majority stake in virtualization specialist VMWare (NYSE: VMW)."
2020-07-16 05:23:30 -0400,Dell Mulls Sale Of 81% Stake In VMware Pushing Shares Higher In Pre-Market,"Shares in Dell Technologies (DELL) surged 7% in pre-market trading as the PC maker said that it is considering a spin-off of its 81% stake in cloud computing software maker VMware Inc. (VMW), which could unlock value for shareholders.The stock soared to $56.40, while VMware rose 1.9% to $142.40 in Thursday’s early market trading. Dell said that a divestment could benefit both Dell and VMware shareholders by simplifying capital structures and creating additional long-term enterprise value. A potential spin-off is not expected to occur before Sept. 2021 and would qualify to become tax-free for U.S. tax purposes.If the PC maker decides to pursue a spin-off, it would set up a special committee to negotiate mutually beneficial commercial arran..."
2020-07-15 19:47:30 -0400,Dell Says It’s Exploring Potential Spinoff of VMware Unit,"(Bloomberg) -- Dell Technologies Inc. said it’s in the early stages of exploring a spinoff of its majority ownership in VMware Inc., a deal that could yield billions, but would separate the hardware giant from its fastest-growing business unit.Dell’s shares gained about 7% in extended trading after closing at $52.68 in New York. VMware stock, which closed at $139.70 gained more than 2%.A spinoff “could benefit both Dell Technologies and VMware shareholders,” Round Rock, Texas-based Dell said Wednesday in a statement. Any deal wouldn’t happen before September 2021 at the earliest, for a tax-free transaction, the company said. Dell said it may decide to maintain its current 81% ownership of VMware or pursue another strategic option.Chief Ex..."
2020-07-15 19:20:00 -0400,This Is What Will Happen if Dell Spins Off Its Stake in VMware,"(DELL) Technologies late Wednesday confirmed recent reports that it is considering spinning off its 81% stake in  (VMW) shares to current Dell holders, in a deal that also could include VMware paying a substantial special dividend to Dell and other holders.  Dell (ticker: DELL) said in a filing with the SEC that a VMware (VMW) spinoff “could benefit both Dell Technologies’ and VMware’s stockholders by simplifying capital structures and enhancing strategic flexibility, while still maintaining a mutually beneficial strategic and commercial partnership.”  Dell said it could also decide to maintain the status quo."
2020-07-15 17:05:00 -0400,"Dell 'exploring' VMWare stake spinoff, Dell stock rallies 8%","Dell Technologies Inc.  is &quot;exploring&quot; a potential spin-off of its 81% stake in VMWare Inc.  no sooner than next year, Dell said late Wednesday. The &quot;exploration is in an early stage,&quot; and a spinoff would benefit both Dell Technologies and VMware stakeholders &quot;by simplifying capital structures and creating additional long-term enterprise value,&quot; Dell said. Any potential spin-off would not happen before September 2021 and Dell continues to weigh its options, including keeping its current ownership in VMWare as is, Dell said. After the announcement, shares of Dell jumped nearly 8% in the extended session, while VMWare shares rose 3.7%. The stocks had ended the regular trading day up 0.3% and 1.1%, respectively."
2020-07-15 17:03:15 -0400,Dell considering potential spin-off of VMware stake,"July 15 (Reuters) - Dell Technologies Inc is exploring a potential spin-off of its majority stake in VMware , the PC maker said on Wednesday."
2020-07-15 16:50:00 -0400,Dell Technologies Explores VMware Spin-Off,Dell Technologies is exploring a potential spin-off of its 81% ownership of VMware. Potential deal could unlock value for shareholders
2020-07-15 11:48:00 -0400,VMware Appears Headed Upward,"Jim Cramer during ""Mad Money"" on Tuesday evening answered a caller who asked about VMware Inc.  in the show's ""Lightning Round"" segment.  ""I think many good things are happening and you should buy more stock,"" said Cramer.  In this daily bar chart of VMW, below, we can see that prices have traded sideways since early June."
2020-07-15 08:00:00 -0400,"VMware Cloud on AWS Delivers on Customer Requirements for Agility, Business Continuity, and Better Cloud Economics","VMware, Inc. (NYSE: VMW) today announced new capabilities designed to further improve the economic value of VMware Cloud on AWS while meeting an evolving set of requirements for application modernization, business continuity and resiliency, and cloud migration. These new offerings include the new Amazon Elastic Compute Cloud (Amazon EC2) i3en instances that can deliver nearly 50% lower cost per GB of raw storage, a 2-host SDDC configuration that lowers the entry price for production environments by 33%, and a new multi-tenant cloud management service that enables partners to support 5-10x more customers with no additional upfront costs, while enabling smaller organizations to purchase VMware Cloud on AWS on a per VM rather than per host b..."
2020-07-14 08:00:00 -0400,"VMworld 2020 Goes Digital: Immersive Experience Offers Best Practices Sharing From Leading Companies, Personalized Learning, Business Consultations, Networking and Hands-on Training Opportunities","VMware, Inc. (NYSE: VMW), a leading innovator in enterprise software, today opened the content catalog for its first-ever completely digital VMworld, which will be held from September 29 to October 1, 2020. Most of the VMworld 2020 content is free to attendees."
2020-07-14 05:00:00 -0400,VMware Releases Cybersecurity Threat Survey Report Detailing Increased Attack Volume and Breach Levels in the United States,"VMware, Inc. (NYSE: VMW), a leading innovator in enterprise software, today released the results of its first U.S.-focused cybersecurity threat report, entitled: &quot;Extended Enterprise Under Threat,&quot; based on a survey of 250 U.S. CIOs, CTOs and CISOs."
2020-07-12 20:52:51 -0400,"Did Hedge Funds Make The Right Call On VMware, Inc. ?",Insider Monkey has processed numerous 13F filings of hedge funds and successful value investors to create an extensive database of hedge fund holdings. The 13F filings show the hedge funds' and successful investors' positions as of the end of the first quarter. You can find articles about an individual hedge fund's trades on numerous financial […]
2020-07-07 15:01:00 -0400,"Stand-Alone Dell Worth 30% More Than Current Price Implies, Analyst Says",Dell Technologies is considering strategic options for its 81% stake in VMware. Deutsche Bank’s Jeriel Ong thinks it could be worth 20%-30% more than its current share price.
2020-07-07 11:13:03 -0400,CenturyLink Ups Cloud Solutions With Tripartite Partnership,CenturyLink (CTL) extends its tripartite alliance with VMware and Dell to support businesses based in the Asia Pacific region with avant-garde hybrid cloud solutions.
2020-07-06 02:00:00 -0400,VMware Fast Tracks Transformation of Partner Ecosystem across Southeast Asia and Korea for Region's Increasingly Digital Future,"VMware, Inc. (NYSE: VMW), a leading innovator in enterprise software, affirmed its pledge to strengthen the partner ecosystem across the Southeast Asia and Korea (SEAK) region following the successful launch of EMPOWER Online APJ, along a series of Partner Executive Briefings, which saw the participation of more than 1,200 attendees in VMware's partner ecosystem in Asia Pacific and Japan. During the events, VMware and its partners came together for a deep dive into how the community can further spur digital transformation and agility for businesses to adapt to the region's increasingly mobile-first business environment."
2020-07-01 08:00:00 -0400,VMware Extends No. 1 Ranking in Cloud System and Service Management According to Global Analyst Firm,"VMware, Inc. (NYSE: VMW), a leading innovator in enterprise software, today announced that leading analyst firm IDC has ranked VMware No. 1 in worldwide cloud system and service management software(1) based on IDC calculations of calendar year 2019 revenues. VMware’s continued commitment to helping customers operate their hybrid cloud and multi-cloud environments is enabling them to achieve higher levels of productivity, cost savings and compliance."
2020-06-30 17:04:00 -0400,"Shareholder Alert: Robbins LLP Is Investigating the Officers and Directors of VMware, Inc. ","Shareholder rights law firm Robbins LLP announces that it is investigating the officers and directors of VMware, Inc. (NYSE: VMW) for breaches of fiduciary duties, unjust enrichment, waste of corporate assets, and violations of the Securities Exchange Act of 1934. VMware provides software in the areas of hybrid cloud, multi-cloud, modern applications, networking and security, and digital workspaces."
2020-06-30 11:48:00 -0400,"Dell and HP Likely to See PC Sales Slow in Second Half, Analyst Says","The personal computer business is not an easy place to make money.  Dell, meanwhile, is reportedly discussing various options for its 81% stake in  (VMW) (VMW), which could include selling or distributing the position—or buying out the public holders.  Cowen analyst Krish Sankar picked up coverage of both Dell and HP on Tuesday—and he is wary of both stocks."
2020-06-30 08:00:00 -0400,"Modern Applications Are Helping Organizations Succeed During Pandemic, VMware Research Reveals","According to new research by VMware, Inc. (NYSE: VMW), organizations have benefitted from the use of modern applications to adapt and maintain agility and reliability during the COVID-19 pandemic. The global study, which was conducted in March and April 2020, also reveals improved perceptions of alignment across app developers, IT and business decision makers as they collaborate to help their organizations operate amid the pandemic. Additionally, it captures the traits that the most successful organizations are adopting to better their digital experiences."
2020-06-29 13:43:00 -0400,Dell’s 7 Strategic Options for Its VMware Stake,"Last week, The Wall Street Journal reported that Dell (ticker: DELL) was weighing various options for the stake, including a potential spinoff to current Dell holders.  As of Monday morning, Dell has a market value of $39.6 billion; the company’s stake in VMware (VMW) is worth $50.7 billion.  Dell has about $40 billion in debt, excluding its equipment finance unit, mostly from its 2016 acquisition of EMC."
2020-06-27 11:30:03 -0400,VMware Up 2.9% Since Last Earnings Report: Can It Continue?,VMware (VMW) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.
2020-06-26 17:45:00 -0400,How Dell Stock Can Take Off. A VMware Spinoff Is Just Part of the Answer.,A more bullish option for the computer hardware giant would be to convert supervoting shares into regular stock
