datetime,title,content
2020-10-26 06:30:00 -0400,These Companies Pay the Most in Stock Compensation,"Stock compensation is typically used by startups to keep cash burn at a minimum, and theoretically handsomely reward employees if there is a liquidity event such as an acquisition or initial public offering.  After an IPO, a typical tech company’s first several quarters of public life will nearly always be characterized by large losses caused by employee stock vesting, which translates to the stock compensation line item in the cash flow statement.  Equity is used by older businesses too as a means of giving employees additional compensation and retaining staff."
2020-10-24 08:00:02 -0400,Expert: Zoom both 'gift and something that's worn us all out'; here's what to do about it,"While tele-working technology is a “gift” to help the professional class stay productive, the burnout is real, according to one expert."
2020-10-23 13:05:12 -0400,"Despite the pandemic, executives are more “super excited” than ever",An analysis of analyst calls shows that executives are saying they are &quot;super excited&quot; more than ever. Particularly in tech.
2020-10-23 12:49:04 -0400,"The Zacks Analyst Blog Highlights: Nvidia, Softbank, Salesforce, Microsoft and Zoom Video","The Zacks Analyst Blog Highlights: Nvidia, Softbank, Salesforce, Microsoft and Zoom Video"
2020-10-23 11:30:03 -0400,Is Zoom Video Communications Outperforming Other Computer and Technology Stocks This Year?,Is (ZM) Outperforming Other Computer and Technology Stocks This Year?
2020-10-22 20:24:59 -0400,Cisco's Webex participants near 600 mln as pandemic flares again,"Cisco's video-conferencing app Webex clocked 590 million participants in September and is on track to record over 600 million this month, nearly double the numbers recorded in March when countries started shutting down due to the pandemic.  After offices started to close down due to COVID-19, people switched on video conferencing platforms to work from home, leading to swift growth in platforms such as Webex, Zoom Video Communications Inc and Microsoft Corp's Teams.  While the expansion in Webex user numbers started in March, it has not tapered off, and attendees are at all-time highs in October amid a resurgent pandemic, Jeetu Patel, Cisco Systems Inc's general manager for security and applications business, told Reuters."
2020-10-22 17:37:09 -0400,3 Top-Ranked Tech Stocks to Buy Now and Hold,"Let's explore three diverse, top-ranked technology stocks that longer-term investors might want to consider buying and holding despite any near-term noise and volatility..."
2020-10-22 16:47:00 -0400,"Zoom to Start Collecting Communications Taxes in California, New York","Zoom has been sending out notifications to customers in four states—California, New York, Maryland, and Virginia—to disclose that starting next month, the company will begin collecting a variety of local taxes."
2020-10-22 11:30:00 -0400,"Adding $1,000 to These 3 Top Stocks Right Now Would Be Brilliant","Just a small investment can go a long way when investing in high-flying, top-tier companies with massive addressable markets."
2020-10-22 10:45:00 -0400,Align Technology Stock Soars 33% on Blowout Earnings Report,"Adjusted earnings per share for the maker of Invisalign clear tooth aligners came in at $2.25, well above the 64 cents analysts expected."
2020-10-22 10:00:00 -0400,These Stocks Would Have Doubled Your Money Over the Past Year,"Zoom (NASDAQ: ZM), Shopify (NYSE: SHOP), and Peloton (NASDAQ: PTON) are all emerging as powerhouses in their respective businesses, a big reason these growth stocks have all more than doubled in the past year.  The company is enabling small businesses to build brands, rather than squashing or controlling them, allowing innovation from others to drive growth."
2020-10-21 15:11:00 -0400,Is Zoom Video Turning Lower?,"Zoom Video Communications  has soared since February when the pandemic was just starting to change our lives.  When financial analysts talk and write about 2020 they will undoubtedly mention Zoom.  In this daily bar chart of ZM, below, we can see some ""issues"" with the price picture and the indicators."
2020-10-21 08:24:00 -0400,Is Zoom Stock Overvalued?,The stock price reached all-time highs after the company revealed new features and products during its Zoomtopia user conference.
2020-10-20 13:32:05 -0400,Intel to Divest NAND Memory Business: Key Takeaways,"Intel (INTC) inks agreement with SK hynix to sell its NAND operations for $9 billion and use the proceeds to strengthen its presence in the AI, 5G networking and edge computing markets."
2020-10-20 07:30:00 -0400,Shocking: Zoom Video Is Almost as Big as the Tech Giant That Spurned It,"2020 has certainly been the year of Zoom Video Communications.  As the coronavirus pandemic upended the lives of both businesses and consumers worldwide, Zoom Video became a preferred method of communication.  If CEO Eric Yuan doesn't win Fortune magazine's CEO of the year, it would be a big surprise."
2020-10-14 17:48:37 -0400,"Zoom Wants to Partner With, Not Defeat, Slack and Microsoft","(Bloomberg) -- Zoom Video Communications Inc. Chief Executive Officer Eric Yuan said the company will do a better job integrating office chatroom products from Slack Technologies Inc. and Microsoft Corp., betting that cooperation is better than competition for the software maker’s growth.“Chat is a very important functionality for our overall usage,” Yuan said Wednesday during an online meeting with analysts. “The core priority is how to further improve the integration between chat, video and voice.”Customers are satisfied with Zoom’s current chat sidebar during videoconferences and the company isn’t interested in chasing Slack and Microsoft Teams by delving further into the market, he added.“We really integrate very well with Slack, with..."
2020-10-12 17:45:09 -0400,Zoom Video Communications Stock Sinks As Market Gains: What You Should Know,"Zoom Video Communications (ZM) closed the most recent trading day at $491.54, moving -0.18% from the previous trading session."
2020-10-11 08:15:00 -0400,2 Stay-at-Home Tech Stocks to Buy Right Now,A socially distant world brought phenomenal growth to these companies. But they're not finished growing yet.
2020-09-28 07:00:00 -0400,Should You Buy These High-Flying Nasdaq Stocks?,"A handful of Nasdaq-listed names have bucked the bigger bearish trend, but for coronavirus-related reasons that won't abate anytime soon."
2020-09-25 17:40:00 -0400,Stay-at-Home Stocks Send Markets Soaring Friday,"The stock market has been looking for a strong recovery, and on Friday, it finally got one.  For small businesses that had to shut down their brick-and-mortar retail presence entirely, Shopify has been a lifesaver."
2020-09-24 14:26:00 -0400,Why DocuSign and Zoom Video Stocks Are Down Today -- but BlackBerry Stock Is Up,"It's looking like an up-and-down day for tech stocks Thursday, with shares of DocuSign (NASDAQ: DOCU) and Zoom Video Communications (NASDAQ: ZM) -- two equities that have fairly thrived in the coronavirus economy -- giving back some gains and falling today.  As of 11:30 a.m. EDT, DocuSign stock is down 3.4% and Zoom Video shares are off 6.5%.  In contrast, though, shares of former smart-phone-making star BlackBerry (NYSE: BB) are flying -- up 7.1%."
2020-09-23 16:38:00 -0400,Tesla Disappoints as Nasdaq Falls; Why Zoom's Still Climbing,"The stock market can't seem to decide which way to go, and that's made September a bumpy month for the Nasdaq Composite (NASDAQINDEX: ^IXIC).  Many investors had hoped that Tesla (NASDAQ: TSLA) might be able to spur another rally in the Nasdaq on Wednesday, with its Battery Day event having occurred late Tuesday afternoon.  Tesla shares were down another 10% on Wednesday, adding to losses from Tuesday's session."
2020-09-23 12:48:04 -0400,"The Zacks Analyst Blog Highlights: ZM, PENN, TPR and ZG","The Zacks Analyst Blog Highlights: ZM, PENN, TPR and ZG"
2020-09-23 11:50:00 -0400,3 Hot Stocks Growing Faster Than Snowflake Right Now,This month's top IPO grew revenue at a blistering 121% rate in its latest quarter. Let's meet three market stars that are growing even faster.
2020-09-23 09:14:01 -0400,4 Growth Stocks to Buy as Nasdaq Stages Comeback,Here we pick four stocks that trade on Nasdaq and are positioned to grow on solid prospects.
2020-09-23 06:44:00 -0400,3 Stocks to Buy if the Coronavirus Vaccine Race Disappoints,There's a possibility we may not get a coronavirus vaccine through clinical trials. Here are three stocks to buy in case that happens.
2020-09-22 19:07:00 -0400,Why Zoom Stock Jumped Today,"What happened Shares of Zoom Video Communications (NASDAQ: ZM) climbed 5.2% on Tuesday as COVID-19 continues to spread around the world at an alarming rate. So what Nearly 7 million Americans have contracted the dangerous disease, and more than 200,000 have died."
2020-09-22 11:25:00 -0400,3 Top Stocks To Watch This Year,"Shares of Peloton Interactive (NASDAQ: PTON), Zoom Video Communications (NASDAQ: ZM), and DocuSign (NASDAQ: DOCU) have made early believers a lot of money this year, but the party could just be getting started.  Peloton, Zoom, and DocuSign have all more than doubled this year."
2020-09-21 09:00:01 -0400,5 FAANG-Beaters to Buy Right Now for Better Returns,Here we pick five stocks that have outperformed FAANGs and are well-poised to grow driven by solid fundamentals and gradual economic recovery.
2020-09-20 04:31:59 -0400,Oracle Boosts Cloud Ambitions With Help From TikTok and Trump,"(Bloomberg) -- Oracle Corp.’s deal to attain a 12.5% stake in TikTok Global and provide computing services to the video-sharing app furthers the software maker’s years-long plan to become a cloud computing heavyweight.Executive Chairman Larry Ellison leaned on his company’s close ties to the Trump administration to land the partnership with the newly formed company, which will help fulfill an ambitious strategy outlined with fanfare half a decade ago to become a credible cloud rival to Amazon.com Inc. and Microsoft Corp.Retailer Walmart Inc. will buy as much as 7.5% of TikTok Global, which will be headquartered in the U.S. and pursue a public listing in less than a year, the companies announced Saturday in a statement.While other Silicon ..."
2020-09-18 17:47:11 -0400,"Stock Markets Fall, but These 4 Winners Keep on Winning","Friday was an ugly day for the stock market. The Nasdaq Composite (NASDAQINDEX: ^IXIC) dove during the middle of the trading day, and it took a sizable rebound for it to finish the day down just 1%. Similar-sized declines ruled the day for the Dow Jones Industrial Average (DJINDICES: ^DJI) and S&P 500 (SNPINDEX: ^GSPC)."
2020-09-18 10:20:02 -0400,"The Zacks Analyst Blog Highlights: Novartis, Zoom Video, Caterpillar, Microsoft, Cisco, Clorox and LHC Group","The Zacks Analyst Blog Highlights: Novartis, Zoom Video, Caterpillar, Microsoft, Cisco, Clorox and LHC Group"
2020-09-17 15:06:00 -0400,Why Zoom Stock Fell Today,"Shares of Zoom Video Communications (NASDAQ: ZM) fell by as much as 5.2% today, as investors cooled to some market sectors, including tech stocks.  The company's share price slide was in line with a broader market dip today, with the S&P 500 down 1.4% in afternoon trading.  Zoom's stock had regained most of the losses by the afternoon, and the company's share price was down less than 1% as of 2:50 p.m. EDT."
2020-09-17 11:24:00 -0400,"A Deep Dive Into ZoomInfo -- the Other Cool ""Zoom"" Company","Its platform is a great tool for helping salespeople reach the real decision-makers at companies, but is its stock a really great investment?"
2020-09-17 03:19:17 -0400,Tech Craze Puts IPO on Path to Best India Debut in Nearly a Year,"(Bloomberg) -- Happiest Minds Technologies Ltd. more than doubled on the first day of trading after the technology company last week closed one of India’s most successful initial share sales of this decade.Demand exceeded shares on offer by 151 times as retail investors piled into a company that gets almost all its revenue from digital services. The founder and Chief Executive Officer Ashok Soota’s storied career in the technology industry, including the IPO of Mindtree Inc., also helped drum up interest for nine-year-old Happiest Minds.The Bengaluru-based company’s stock began trading at 351 rupees versus an offer price of 166 rupees, and climbed as high as 395 rupees in early trade. The debut is the best since October, when state-owned ..."
2020-09-16 09:30:00 -0400,Google Is Getting Into Video-Calling Hardware,The search giant is partnering with Lenovo to release new videoconferencing kits for the enterprise.
2020-09-16 08:40:12 -0400,"Zoom Video's Shares March Higher, Can It Continue?","As of late, it has definitely been a great time to be an investor Zoom Video."
2020-09-16 06:16:00 -0400,The One Lesson to Make You Great at Investing -- and Life,"Ask them why they didn't put their entire portfolio into Zoom Video Communications (NASDAQ: ZM) back then.  The uncomfortable truth is this: The future is unknowable.  After hearing a number of investors I highly respect talk about Zoom, I decided to kick the tires."
2020-09-15 06:21:00 -0400,3 Reasons Zoom Video Communications Stock Still Looks Like a Long-Term Winner,"Zoom Video Communications (NASDAQ: ZM) has been one of the biggest winners during the coronavirus pandemic.  The stock is up nearly 500% year to date as the videoconferencing specialist has delivered a pair of blowout earnings reports with revenue skyrocketing 355% in the second quarter.  Businesses, non-profits, schools, and everyday consumers have embraced the videoconferencing platform, which has become an essential utility during the crisis."
2020-09-13 06:08:00 -0400,3 Best Coronavirus Stocks to Watch in September,The momentum is not yet over for these three promising companies that are doing their part in combating the COVID-19 pandemic.
2020-09-12 08:00:00 -0400,Corset Maker’s Advice to Other Small Business Owners During the Pandemic: Constantly Stay in Touch With Your Customers,"Dark Garden saw a glimmer of its former vibrant self over Labor Day weekend, thanks to a citywide initiative to help revive small businesses during the pandemic. The program seeks to create a safer space for walking, dining and shopping in San Francisco."
2020-09-11 12:45:08 -0400,Oracle Highlights Zoom Video as Top Cloud Computing Customer,The database giant crushed Wall Street's targets in Q1 and expects further growth in the next period.
2020-09-11 08:25:00 -0400,"Forget Tesla, Buy These 3 High-Growth Tech Stocks Instead","Despite its share-price slide earlier this week, Tesla's (NASDAQ: TSLA) stock has been on a tear this year.  To help you find a few, we asked three Motley Fool contributors for their top picks right now, and they came back with MongoDB (NASDAQ: MDB), Zoom Video Communications (NASDAQ: ZM), and Square (NYSE: SQ).  Brian Withers (MongoDB): Gasoline-fueled engines have been the primary way cars have generated power since Ford's Model-T in the early 1900s, but Tesla is changing that."
2020-09-10 08:30:00 -0400,Millions of Users Love Zoom: Here's Why That's Bad News,"With work-from-home and social distancing policies increasing reliance on video conferencing applications, Zoom Video Communications (NASDAQ: ZM) has posted record-breaking growth.  The company stated that it is working toward an end-to-end encryption add-on feature, but for a Zoom meeting to be end-to-end encrypted, the video and audio content would need to be encrypted in such a way that only the participants in the meeting have the ability to decrypt it."
2020-09-10 08:00:00 -0400,6 Reasons This Tech Bubble Is Bursting,"Zoom Video Communications (NASDAQ: ZM) became a household name, Shopify (NYSE: SHOP) has exploded onto the scene, and names like Tesla (NASDAQ: TSLA), Square (NYSE: SQ), and Wayfair (NYSE: W) have all seen their stock prices at least double this year.  Food delivery services, video conferencing, and online retail are just a few of the tech companies that have grown more than expected in 2020."
2020-09-09 18:13:00 -0400,Nautilus Stock Trades Higher After Research Firm Points to Zoom-Like Growth,"Shares of home fitness company Nautilus (NYSE: NLS) traded 8% higher on Wednesday, after research firm Citron Research said the company was ""the fastest growing name"" besides Zoom Video Communications.  Given the firm's prominence and Zoom's parabolic growth in 2020, that statement caught investors' eyes.  The reason is the at-home fitness trend, but also that Peloton's products are on backorder."
2020-09-09 15:46:00 -0400,What's Next for Pandemic Necessity Zoom Video?,"In the daily Japanese candlestick chart of ZM, below, we can see an unorthodox falling three methods pattern.  In the weekly candlestick chart of ZM, below, we get a much different picture.  In this daily Point and Figure chart of ZM, below, we can see that the stock reached a target of $420."
2020-09-09 12:20:04 -0400,Will Zoom Video Gain on Rising Earnings Estimates?,"Zoom Video (ZM) shares have started gaining and might continue moving higher in the near term, as indicated by solid earnings estimate revisions."
2020-09-09 11:18:00 -0400,Shark Bites: I'm Signing In to Zoom Video Again,"I&apos;m bringing bringing ""Shark Bites"" back to Real Money. These are fast-moving trades that are developing strong chart patterns. Our first bite is Zoom Video Communications , which provides a cloud-based platform that allows face-to-face video interactions."
2020-09-09 09:03:24 -0400,"Industry Analysts Just Upgraded Their Zoom Video Communications, Inc. Revenue Forecasts By 32%","Zoom Video Communications, Inc. (NASDAQ:ZM) shareholders will have a reason to smile today, with the analysts making..."
2020-09-08 13:52:00 -0400,Why DocuSign and Zoom Video Stocks Sank Today -- but CrowdStrike Bounced,"Last week's tech sell-off picked up where it left off on Tuesday, with DocuSign (NASDAQ: DOCU), CrowdStrike Holdings (NASDAQ: CRWD), and Zoom Video Communications (NASDAQ: ZM) resuming their respective declines.  All three stocks tumbled more than 5% early this morning, and DocuSign shares remain down 2.7% as of 12:05 p.m. EDT, while Zoom is down 2.8%.  Shares of DocuSign and Zoom Video are up 260% and 360%, respectively, over the past year."
2020-09-08 13:22:05 -0400,"Zoom Video, CAR, TGT, YETI and WSM as Zacks Bull and Bear of the Day","Zoom Video, CAR, TGT, YETI and WSM as Zacks Bull and Bear of the Day"
2020-09-08 05:28:57 -0400,"In-house counsel on the move: Robinhood swipes compliance heads from Fidelity, Wells","The commission-free trading startup said in an Aug. 27 blog post that Norm Ashkenas is joining the company as chief compliance officer for Robinhood Financial, and Kelly Zigaitis will be chief compliance officer of Robinhood Securities.  Ashkenas led compliance for units of mutual fund giant Fidelity Investments, and Zigaitis was the former head of oversight and controls for Wells Fargo Advisors."
2020-09-07 09:28:01 -0400,5 Shelter-in-Place Stocks to Buy as Coronavirus Cases Rise,"Shelter-in-place stocks have been rallying since the coronavirus outbreak, with the majority outperforming the broader market."
2020-09-06 09:45:00 -0400,"If You've Got $3,000 to Invest, These 3 Top Stocks Just Grew Revenue by More Than 100%","As the undisputed leader in Latin American e-commerce, MercadoLibre (NASDAQ: MELI) was well-positioned to serve the needs of online shoppers in the region.  Both e-commerce and digital payments have seen blockbuster adoption during the pandemic, significantly boosting MercadoLibre's results.  This was driven by commerce revenue that grew 149%, while fintech revenue grew 86%."
2020-09-05 14:00:00 -0400,Better Buy: Zoom Video Communications vs. Cisco Systems,"Zoom Video Communications (NASDAQ: ZM) probably wouldn't exist without Cisco Systems (NASDAQ: CSCO).  Zoom's founder and CEO Eric Yuan was previously one of the first employees at Webex, the video conferencing start-up Cisco acquired in 2007.  Yuan subsequently became Cisco's VP of Engineering, and pitched the idea of a new smartphone-oriented video conferencing platform to the company in 2011."
2020-09-05 10:30:00 -0400,"The pandemic has brought the personal computer back to life, with help from Zoom","The personal computer, given up for dead by many consumers when smartphones became the device of choice at home, has had a huge revival, thanks to the pandemic, and to Zoom Video."
2020-09-04 19:02:00 -0400,Analysts Expect Peloton to Crush Earnings. That’s a Test of Zoom-Like Proportions.,"The Covid-19 success story keeps right on rolling along, with Wall Street ratcheting up its expectations and the stock mostly rallying just before quarterly earnings."
2020-09-04 17:52:00 -0400,Zoom Stock Soars Higher and Higher. It Has to Come Down to Earth.,"(ZM) this past week reported financial results that were so remarkable, so out of sync with the rest of the world, and yet so emblematic of the current state of stock market investing that they merit a closer look.  The story really begins three months ago, when Zoom (ticker: ZM) disclosed earnings for the April quarter.  For good measure, the company roughly doubled its revenue guidance for the January 2021 fiscal year."
2020-09-04 12:32:00 -0400,Nasdaq Approaches 10% Correction: Time to Buy?,"After rising to record highs on dozens of occasions, the Nasdaq Composite (NASDAQINDEX: ^IXIC) is on the cusp of completing a 10% correction in less than two days.  Shortly before noon on Friday, the Nasdaq was down almost 3%, after having been down as much as 5% earlier in the session.  Zoom Video Communications (NASDAQ: ZM) traded between 25% and 30% below the highs it reached just earlier this week."
2020-09-04 11:08:00 -0400,"Why CrowdStrike, DocuSign, and Zoom Video Stocks Are Crashing Despite Terrific Earnings","Shares of popular tech stocks were in free fall this morning, including videoconferencing star Zoom Video Communications (NASDAQ: ZM), cybersecurity specialist CrowdStrike (NASDAQ: CRWD), and e-signature company DocuSign (NASDAQ: DOCU), down 6.6%, 6.8%, and 11.8%, respectively, as of 10:15 a.m. EDT.  Let's begin with Zoom.  Three days ago, it reported smashing Q2 2020 earnings results including a 355% rise in quarterly revenue, and predicted a stunning 284% increase in sales for the full year."
2020-09-04 10:50:44 -0400,Where Will Zoom Video Communications Be in 1 Year?,Shares of Zoom Video Communications (NASDAQ: ZM) recently surged to an all-time high after the video conferencing company's second-quarter earnings crushed Wall Street's estimates.  Let's dig into Zoom's strengths and weaknesses to see where its stock could be headed over the next 12 months.
2020-09-04 10:02:23 -0400,These 3 Stocks Are Absurdly Overvalued Right Now,"Canopy Growth (NYSE: CGC), Zoom (NASDAQ: ZM), and Workhorse Group (NASDAQ: WKHS) are great examples of stocks you should steer clear of right now.  Canopy Growth shares are down 23% in 2020.  For a Canadian cannabis stock, however, that's average -- the Horizons Marijuana Life Sciences ETF (OTC: HMLSF) is down by a similar amount this year."
2020-09-03 16:30:00 -0400,"Why Zoom, Wix, and Shopify Shares Plunged Today","Shares of Zoom Video Communications (NASDAQ: ZM), Wix.com (NASDAQ: WIX), and Shopify (NYSE: SHOP) fell 10%, 8.7%, and 5.5%, respectively, on Thursday amid a broad-based decline in the financial markets.  Zoom, Wix, and Shopify have seen their stock prices soar in 2020, as investors have sought out businesses that are holding up well during the coronavirus pandemic.  While countless companies have struggled during the crisis, demand for Zoom's videoconferencing software and Shopify and Wix's e-commerce tools has boomed."
2020-09-03 16:03:00 -0400,Why Zoom Video Communications Stock Was Up 28% in August,"Investors piled into the stock, anticipating a cool post-earnings pop. They weren't disappointed."
2020-09-03 12:43:00 -0400,Why CrowdStrike Stock Fell Sharply on Wednesday,"After surging higher recently, the cybersecurity company's fiscal second-quarter results didn't have enough of a wow factor for the stock to hold its gains."
2020-09-03 11:00:00 -0400,Is Zoom Video Communications Stock a Buy?,"Up more than 500% since the beginning of the year following stellar fiscal second-quarter results, does the video communications specialist's stock still have room to grow?"
2020-09-03 10:52:23 -0400,Zoom's Q2 Earnings Shine -- and Business Travel May Never Be the Same,"Zoom Video Communications (NASDAQ: ZM) obliterated all expectations again during the worst of the economic lockdown brought on by the coronavirus pandemic, and shares are now up 600% so far in 2020 as of this writing.  It's easy to be drawn in by the incredible financial figures the video conferencing company is posting, but the implications of Zoom's rise go far deeper than a great (and incredibly fast) growth story.  In its second-quarter fiscal 2021 earnings report, Zoom posted a 355% increase in revenue to $664 million ($146 million a year ago)."
2020-09-03 06:23:00 -0400,Should You Buy Zoom Stock Right Now?,Shares of the videoconferencing company have skyrocketed 500% this year. Is there more upside ahead?
2020-09-02 17:28:00 -0400,Zuora Shares Tumble as Earnings and Outlook Disappoint Investors,"(ZUO) shares are losing air after the provider of cloud-based subscription-management software’s quarterly results failed to match expectations that had driven a huge rise in the stock before the announcement.  For its fiscal second quarter, ended July 31, Zuora (ticker: ZUO) posted revenue of $75 million, up 8% from a year ago, and at the top end of the range of $72.5 million to $75 million management had told investors to expect.  The previous consensus expectations were for $75.6 million of revenue and a loss of 5 cents a share."
2020-09-02 10:16:02 -0400,"The Zacks Analyst Blog Highlights: Apple, Logitech, Lenovo. Zoom Video and Systemax","The Zacks Analyst Blog Highlights: Apple, Logitech, Lenovo. Zoom Video and Systemax"
2020-09-02 06:00:10 -0400,"Sadly, One Letter Perfectly Captures the Recovery","(Bloomberg Opinion) -- In the early days of 2009 following the Great Financial Crisis, I received an extremely silly email from a booker for a television program who asked: “What single letter would you use to predict the recovery?”My response noted there were 26 letters that humans could use to form words and even sentences to express complex thoughts. I explained that it was wrong to dumb down something as intricate as the economy to a letter of the alphabet or some other symbol. The correct thing to do was to use prior recoveries as an historical guide while acknowledging our inability to accurately forecast the future. Why, we could even add numbers to those words, explaining probabilistic assessments and possible future outcomes that..."
2020-09-01 14:34:15 -0400,Why Enterprise Software Stocks Are Soaring Today,Zoom's blowout results are driving rallies throughout the sector.
2020-09-01 12:06:00 -0400,Zoom Stock Rockets to New Heights on Astonishing Covid-Driven Growth,Zoom Video Communications shares are following an astonishing earnings report with a stunning rally that has pushed the stock well past the $100 billion valuation level into uncharted territory.
2020-09-01 10:56:00 -0400,Zoom’s big earnings report sends stock toward a $100 billion-plus valuation,"Zoom Video Communications Inc. continues to get a huge boost from work-from-home trends, and that’s helped the company easily pass the $100 billion valuation threshold in Tuesday’s trading."
2020-09-01 10:10:37 -0400,"Dow Jones Erases Losses, As Apple Hits New High; Tesla Skids On Plan To Sell Stock, While Zoom Video Surges 47% On Earnings","The major stock indexes open mixed Tuesday, as tech stocks sharply outperformed. Zoom Video soared 47% on earnings. Apple and Tesla hit more all-time highs."
2020-09-01 09:55:37 -0400,"Dow Jones Falls 100 Points, But Apple Hits New High; Tesla Skids On Plan To Sell Stock, While Zoom Video Surges 38% On Earnings","The major stock indexes open mixed Tuesday, as tech stocks sharply outperformed. Zoom Video soared 38% on earnings. Apple and Tesla hit more all-time highs."
2020-09-01 09:14:15 -0400,Zoom shares soar; Wall Street warns of risks when pandemic eases,"The numbers indicate that one of the success stories during the health crisis is turning its huge free-user base into hard cash.  ""With ZM now clearly established as the global leader in the video collaboration market, its success paves a more clear path to compete in the enterprise market,"" Rosenblatt analysts wrote.  J.P.Morgan analyst Sterling Auty, however, warned that the churn rate for Zoom's high-risk small customers pointed to the risk of a pullback in revenue as the pandemic eases."
